date,gold_price,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price_after_1_day
2018-01-25,1365.2,89.39,65.51,2.624,1.42,2.07,1354.4
2018-01-26,1354.4,89.07,66.14,2.66,1.42,2.09,1342.2
2018-01-29,1342.2,89.31,65.56,2.699,1.42,2.09,1340.0
2018-01-30,1340.0,89.16,64.5,2.724,1.42,2.1,1343.1
2018-01-31,1343.1,89.13,64.73,2.713,1.34,2.11,1347.9
2018-02-01,1347.9,88.67,65.8,2.782,1.42,2.11,1337.3
2018-02-02,1337.3,89.19,65.45,2.841,1.42,2.14,1336.5
2018-02-05,1336.5,89.55,64.15,2.709,1.42,2.1,1329.5
2018-02-06,1329.5,89.58,63.39,2.805,1.42,2.1,1314.6
2018-02-07,1314.6,90.25,61.79,2.834,1.42,2.1,1319.0
2018-02-08,1319.0,90.23,61.15,2.828,1.42,2.09,1315.7
2018-02-09,1315.7,90.44,59.2,2.857,1.42,2.05,1326.4
2018-02-12,1326.4,90.21,59.29,2.859,1.42,2.07,1330.4
2018-02-13,1330.4,89.7,59.19,2.833,1.42,2.05,1358.0
2018-02-14,1358.0,89.12,60.6,2.913,1.42,2.09,1355.3
2018-02-15,1355.3,88.59,61.34,2.906,1.42,2.11,1356.2
2018-02-16,1356.2,89.1,61.68,2.873,1.42,2.09,1331.2
2018-02-20,1331.2,89.72,61.9,2.891,1.42,2.1,1332.1
2018-02-21,1332.1,90.0,61.68,2.952,1.42,2.12,1332.7
2018-02-22,1332.7,89.74,62.77,2.919,1.42,2.11,1330.3
2018-02-23,1330.3,89.88,63.55,2.866,1.42,2.12,1332.8
2018-02-26,1332.8,89.85,63.91,2.864,1.42,2.13,1321.4
2018-02-27,1321.4,90.36,63.01,2.901,1.42,2.13,1320.6
2018-02-28,1320.6,90.61,61.64,2.864,1.35,2.12,1307.9
2018-03-01,1307.9,90.32,60.99,2.811,1.42,2.1,1325.9
2018-03-02,1325.9,89.94,61.25,2.868,1.42,2.12,1322.6
2018-03-05,1322.6,90.08,62.57,2.883,1.42,2.13,1337.9
2018-03-06,1337.9,89.62,62.6,2.886,1.42,2.12,1330.3
2018-03-07,1330.3,89.64,61.15,2.881,1.42,2.13,1324.4
2018-03-08,1324.4,90.18,60.12,2.857,1.42,2.11,1326.7
2018-03-09,1326.7,90.09,62.04,2.896,1.42,2.12,1323.5
2018-03-12,1323.5,89.89,61.36,2.866,1.42,2.1,1329.8
2018-03-13,1329.8,89.66,60.71,2.844,1.42,2.09,1328.2
2018-03-14,1328.2,89.7,60.96,2.819,1.42,2.07,1320.4
2018-03-15,1320.4,90.14,61.19,2.826,1.43,2.08,1314.8
2018-03-16,1314.8,90.23,62.34,2.845,1.43,2.08,1320.3
2018-03-19,1320.3,89.77,62.06,2.855,1.43,2.08,1314.5
2018-03-20,1314.5,90.37,63.4,2.9,1.44,2.08,1324.0
2018-03-21,1324.0,89.78,65.17,2.881,1.44,2.09,1329.8
2018-03-22,1329.8,89.86,64.3,2.823,1.68,2.08,1352.4
2018-03-23,1352.4,89.48,65.88,2.813,1.68,2.07,1357.6
2018-03-26,1357.6,89.03,65.55,2.852,1.68,2.08,1344.7
2018-03-27,1344.7,89.33,65.25,2.775,1.68,2.07,1330.0
2018-03-28,1330.0,90.06,64.38,2.783,1.68,2.05,1327.3
2018-03-29,1327.3,90.15,64.94,2.741,1.68,2.05,1332.3
2018-04-02,1346.9,90.05,63.01,2.733,1.68,2.05,1337.3
2018-04-03,1337.3,90.2,63.51,2.781,1.69,2.08,1340.2
2018-04-04,1340.2,90.14,63.37,2.808,1.69,2.08,1328.5
2018-04-05,1328.5,90.46,63.54,2.834,1.69,2.08,1336.1
2018-04-06,1336.1,90.11,62.06,2.775,1.69,2.07,1340.1
2018-04-09,1340.1,89.84,63.42,2.781,1.69,2.07,1345.9
2018-04-10,1345.9,89.59,65.51,2.801,1.69,2.08,1360.0
2018-04-11,1360.0,89.57,66.82,2.779,1.69,2.11,1341.9
2018-04-12,1341.9,89.75,67.07,2.843,1.69,2.13,1347.9
2018-04-13,1347.9,89.8,67.39,2.825,1.69,2.13,1350.7
2018-04-16,1350.7,89.42,66.22,2.829,1.69,2.12,1349.5
2018-04-17,1349.5,89.52,66.52,2.83,1.69,2.14,1353.5
2018-04-18,1353.5,89.62,68.47,2.875,1.69,2.16,1348.8
2018-04-19,1348.8,89.94,68.29,2.914,1.69,2.17,1338.3
2018-04-20,1338.3,90.32,68.38,2.96,1.7,2.17,1324.0
2018-04-23,1324.0,90.95,68.64,2.977,1.7,2.18,1333.0
2018-04-24,1333.0,90.77,67.7,3.0,1.7,2.17,1322.8
2018-04-25,1322.8,91.17,68.05,3.032,1.7,2.17,1317.9
2018-04-26,1317.9,91.56,68.19,2.983,1.7,2.18,1326.5
2018-04-27,1326.5,91.54,68.1,2.959,1.7,2.17,1322.3
2018-04-30,1322.3,91.84,68.57,2.955,1.69,2.17,1309.9
2018-05-01,1309.9,92.45,67.25,2.968,1.7,2.16,1308.6
2018-05-02,1308.6,92.51,67.93,2.976,1.7,2.17,1315.7
2018-05-03,1315.7,92.41,68.43,2.948,1.7,2.16,1317.7
2018-05-04,1317.7,92.57,69.72,2.951,1.7,2.16,1317.2
2018-05-07,1317.2,92.75,70.73,2.952,1.7,2.17,1316.8
2018-05-08,1316.8,93.12,69.06,2.972,1.7,2.16,1316.1
2018-05-09,1316.1,93.04,71.14,3.006,1.7,2.18,1325.3
2018-05-10,1325.3,92.65,71.36,2.964,1.7,2.17,1323.8
2018-05-11,1323.8,92.54,70.7,2.97,1.7,2.15,1321.2
2018-05-14,1321.2,92.59,70.96,3.002,1.7,2.15,1293.4
2018-05-15,1293.4,93.22,71.31,3.072,1.7,2.18,1294.5
2018-05-16,1294.5,93.39,71.49,3.104,1.7,2.17,1292.4
2018-05-17,1292.4,93.47,71.49,3.115,1.7,2.16,1294.1
2018-05-18,1294.1,93.64,71.28,3.06,1.7,2.15,1293.5
2018-05-21,1293.5,93.68,72.24,3.058,1.7,2.16,1294.6
2018-05-22,1294.6,93.61,72.13,3.063,1.7,2.15,1292.2
2018-05-23,1292.2,94.0,71.84,2.993,1.7,2.14,1307.3
2018-05-24,1307.3,93.76,70.71,2.977,1.7,2.12,1306.4
2018-05-25,1306.4,94.19,67.88,2.931,1.7,2.09,1299.0
2018-05-29,1301.6,94.83,66.73,2.79,1.7,2.04,1306.5
2018-05-30,1306.5,94.15,68.21,2.857,1.7,2.06,1304.7
2018-05-31,1304.7,93.98,67.04,2.86,1.7,2.07,1299.3
2018-06-01,1299.3,94.19,65.81,2.902,1.7,2.09,1297.3
2018-06-04,1297.3,94.02,64.75,2.944,1.7,2.12,1302.2
2018-06-05,1302.2,93.9,65.52,2.926,1.7,2.13,1301.4
2018-06-06,1301.4,93.66,64.73,2.974,1.7,2.14,1303.0
2018-06-07,1303.0,93.4,65.95,2.922,1.7,2.13,1302.7
2018-06-08,1302.7,93.55,65.74,2.948,1.7,2.11,1303.2
2018-06-11,1303.2,93.58,66.1,2.952,1.7,2.13,1299.4
2018-06-12,1299.4,93.8,66.36,2.964,1.7,2.13,1301.3
2018-06-13,1301.3,93.71,66.64,2.974,1.7,2.12,1308.3
2018-06-14,1308.3,94.77,66.89,2.935,1.9,2.12,1278.5
2018-06-15,1278.5,94.79,65.06,2.922,1.9,2.12,1280.1
2018-06-18,1280.1,94.8,65.85,2.917,1.9,2.12,1278.6
2018-06-19,1278.6,95.08,65.07,2.897,1.91,2.12,1274.5
2018-06-20,1274.5,95.06,66.22,2.937,1.92,2.12,1270.5
2018-06-21,1270.5,94.74,65.54,2.899,1.92,2.11,1270.7
2018-06-22,1270.7,94.52,68.58,2.895,1.92,2.12,1268.9
2018-06-25,1268.9,94.28,68.08,2.882,1.92,2.1,1259.9
2018-06-26,1259.9,94.66,70.53,2.877,1.92,2.12,1256.1
2018-06-27,1256.1,95.27,72.76,2.827,1.91,2.11,1253.8
2018-06-28,1253.8,95.39,73.45,2.84,1.91,2.1,1257.3
2018-06-29,1257.3,94.64,74.15,2.86,1.91,2.11,1244.6
2018-07-02,1244.6,95.03,73.94,2.871,1.91,2.14,1256.4
2018-07-03,1256.4,94.67,74.14,2.833,1.91,2.12,1258.8
2018-07-05,1261.7,94.47,72.94,2.833,1.91,2.13,1258.9
2018-07-06,1258.9,94.04,73.8,2.824,1.91,2.12,1262.8
2018-07-09,1262.8,94.08,73.85,2.858,1.91,2.13,1258.7
2018-07-10,1258.7,94.15,74.11,2.867,1.91,2.13,1247.4
2018-07-11,1247.4,94.72,70.38,2.84,1.91,2.11,1249.1
2018-07-12,1249.1,94.81,70.33,2.849,1.91,2.1,1243.8
2018-07-13,1243.8,94.75,71.01,2.829,1.91,2.11,1242.2
2018-07-16,1242.2,94.51,68.06,2.856,1.91,2.1,1229.9
2018-07-17,1229.9,94.94,68.08,2.86,1.91,2.09,1230.5
2018-07-18,1230.5,95.08,68.76,2.875,1.91,2.09,1226.5
2018-07-19,1226.5,95.15,69.46,2.838,1.91,2.09,1233.6
2018-07-20,1233.6,94.45,70.46,2.895,1.91,2.11,1228.0
2018-07-23,1228.0,94.67,67.89,2.96,1.91,2.11,1228.2
2018-07-24,1228.2,94.61,68.52,2.95,1.91,2.11,1234.5
2018-07-25,1234.5,94.36,69.3,2.973,1.91,2.13,1228.6
2018-07-26,1228.6,94.75,69.61,2.982,1.91,2.11,1226.5
2018-07-27,1226.5,94.67,68.69,2.958,1.91,2.12,1226.4
2018-07-30,1226.4,94.32,70.13,2.975,1.91,2.13,1228.5
2018-07-31,1228.5,94.49,68.76,2.962,1.91,2.12,1222.4
2018-08-01,1222.4,94.62,67.66,3.004,1.91,2.13,1214.9
2018-08-02,1214.9,95.16,68.96,2.986,1.91,2.12,1218.1
2018-08-03,1218.1,95.14,68.49,2.951,1.91,2.12,1212.6
2018-08-06,1212.6,95.36,69.01,2.945,1.91,2.11,1213.3
2018-08-07,1213.3,95.22,69.17,2.977,1.91,2.13,1216.2
2018-08-08,1216.2,95.05,66.94,2.964,1.91,2.11,1215.1
2018-08-09,1215.1,95.5,66.81,2.929,1.91,2.11,1214.2
2018-08-10,1214.2,96.36,67.63,2.873,1.91,2.09,1194.2
2018-08-13,1194.2,96.39,67.2,2.877,1.91,2.1,1196.1
2018-08-14,1196.1,96.73,67.04,2.9,1.91,2.09,1180.5
2018-08-15,1180.5,96.7,65.01,2.864,1.91,2.08,1179.6
2018-08-16,1179.6,96.64,65.46,2.87,1.92,2.08,1179.8
2018-08-17,1179.8,96.1,65.91,2.864,1.92,2.08,1190.2
2018-08-20,1190.2,95.9,66.43,2.819,1.92,2.07,1195.5
2018-08-21,1195.5,95.26,67.35,2.842,1.92,2.08,1198.7
2018-08-22,1198.7,95.15,67.86,2.821,1.92,2.08,1189.3
2018-08-23,1189.3,95.67,67.83,2.828,1.92,2.09,1208.6
2018-08-24,1208.6,95.15,68.72,2.813,1.92,2.09,1211.2
2018-08-27,1211.2,94.78,68.87,2.846,1.92,2.11,1209.5
2018-08-28,1209.5,94.72,68.53,2.884,1.92,2.11,1206.5
2018-08-29,1206.5,94.6,69.51,2.886,1.92,2.12,1202.5
2018-08-30,1202.5,94.72,70.25,2.859,1.92,2.1,1204.1
2018-08-31,1204.1,95.14,69.8,2.86,1.91,2.08,1199.1
2018-09-04,1196.6,95.44,69.87,2.898,1.92,2.1,1198.8
2018-09-05,1198.8,95.18,68.72,2.904,1.92,2.09,1201.7
2018-09-06,1201.7,95.02,67.77,2.878,1.92,2.08,1197.8
2018-09-07,1197.8,95.36,67.75,2.939,1.92,2.1,1197.2
2018-09-10,1197.2,95.15,67.54,2.935,1.92,2.1,1199.5
2018-09-11,1199.5,95.25,69.25,2.981,1.92,2.12,1208.2
2018-09-12,1208.2,94.8,70.37,2.964,1.92,2.12,1205.5
2018-09-13,1205.5,94.52,68.59,2.974,1.92,2.1,1198.6
2018-09-14,1198.6,94.93,68.99,3.0,1.92,2.1,1203.4
2018-09-17,1203.4,94.5,68.91,2.994,1.92,2.1,1200.7
2018-09-18,1200.7,94.64,69.85,3.057,1.92,2.13,1206.1
2018-09-19,1206.1,94.54,71.12,3.066,1.92,2.15,1208.9
2018-09-20,1208.9,93.91,70.8,3.065,1.92,2.15,1198.6
2018-09-21,1198.6,94.22,70.78,3.066,1.92,2.15,1201.7
2018-09-24,1201.7,94.19,72.08,3.089,1.93,2.16,1202.5
2018-09-25,1202.5,94.13,72.28,3.098,1.93,2.16,1196.9
2018-09-26,1196.9,94.19,71.57,3.048,1.93,2.14,1187.4
2018-09-27,1187.4,94.89,72.12,3.056,2.18,2.15,1196.2
2018-09-28,1196.2,95.13,73.25,3.065,2.18,2.14,1191.7
2018-10-01,1191.7,95.3,75.3,3.086,2.18,2.14,1207.0
2018-10-02,1207.0,95.51,75.23,3.061,2.18,2.12,1202.9
2018-10-03,1202.9,95.76,76.41,3.181,2.18,2.16,1201.6
2018-10-04,1201.6,95.75,74.33,3.187,2.18,2.16,1205.6
2018-10-05,1205.6,95.62,74.34,3.233,2.18,2.16,1188.6
2018-10-09,1191.5,95.67,74.96,3.206,2.18,2.17,1193.4
2018-10-10,1193.4,95.51,73.17,3.174,2.18,2.16,1227.6
2018-10-11,1227.6,95.02,70.97,3.146,2.18,2.12,1222.0
2018-10-12,1222.0,95.22,71.34,3.167,2.18,2.12,1230.3
2018-10-15,1230.3,95.06,71.78,3.156,2.18,2.13,1231.0
2018-10-16,1231.0,95.05,71.92,3.163,2.18,2.13,1227.4
2018-10-17,1227.4,95.58,69.75,3.207,2.19,2.13,1230.1
2018-10-18,1230.1,95.9,68.65,3.177,2.19,2.1,1228.7
2018-10-19,1228.7,95.71,69.12,3.196,2.19,2.11,1224.6
2018-10-22,1224.6,96.01,69.17,3.2,2.19,2.11,1236.8
2018-10-23,1236.8,95.96,66.43,3.171,2.2,2.09,1231.1
2018-10-24,1231.1,96.43,66.82,3.111,2.2,2.07,1232.4
2018-10-25,1232.4,96.68,67.33,3.126,2.2,2.05,1235.8
2018-10-26,1235.8,96.36,67.59,3.077,2.2,2.06,1227.6
2018-10-29,1227.6,96.58,67.04,3.089,2.2,2.06,1228.3
2018-10-30,1228.3,97.01,66.18,3.119,2.2,2.05,1218.0
2018-10-31,1218.0,97.13,65.31,3.149,2.2,2.05,1241.5
2018-11-01,1241.5,96.28,63.69,3.134,2.2,2.02,1237.0
2018-11-02,1237.0,96.54,63.14,3.22,2.19,2.06,1236.2
2018-11-05,1236.2,96.28,63.1,3.201,2.2,2.06,1230.5
2018-11-06,1230.5,96.32,62.21,3.231,2.2,2.07,1233.1
2018-11-07,1233.1,96.0,61.67,3.237,2.2,2.07,1229.3
2018-11-08,1229.3,96.72,60.67,3.239,2.2,2.07,1212.6
2018-11-09,1212.6,96.91,60.19,3.186,2.19,2.04,1207.3
2018-11-13,1205.1,97.3,55.69,3.141,2.2,2.02,1213.8
2018-11-14,1213.8,96.8,56.25,3.127,2.2,2.0,1218.6
2018-11-15,1218.6,96.93,56.46,3.11,2.2,2.0,1226.4
2018-11-16,1226.4,96.47,56.46,3.065,2.2,2.02,1228.6
2018-11-19,1228.6,96.19,56.76,3.063,2.2,1.99,1224.4
2018-11-20,1224.4,96.84,53.43,3.061,2.2,1.97,1231.2
2018-11-21,1231.2,96.71,54.63,3.065,2.2,1.97,1223.2
2018-11-23,1226.6,96.92,50.42,3.046,2.2,1.96,1226.1
2018-11-26,1226.1,97.07,51.63,3.059,2.2,1.96,1217.1
2018-11-27,1217.1,97.37,51.56,3.059,2.2,1.91,1227.2
2018-11-28,1227.2,96.79,50.29,3.061,2.2,1.94,1230.4
2018-11-29,1230.4,96.78,51.45,3.032,2.2,1.98,1226.0
2018-11-30,1226.0,97.27,50.93,2.993,2.2,1.97,1239.6
2018-12-03,1239.6,97.04,52.95,2.966,2.19,1.96,1246.6
2018-12-04,1246.6,96.97,53.25,2.915,2.2,1.94,1242.6
2018-12-06,1243.6,96.81,51.49,2.892,2.2,1.9,1252.6
2018-12-07,1252.6,96.51,52.61,2.858,2.19,1.89,1249.4
2018-12-10,1249.4,97.22,51.0,2.863,2.2,1.86,1247.2
2018-12-11,1247.2,97.39,51.65,2.879,2.19,1.83,1250.0
2018-12-12,1250.0,97.04,51.15,2.911,2.19,1.83,1247.4
2018-12-13,1247.4,97.06,52.58,2.913,2.19,1.83,1241.4
2018-12-14,1241.4,97.44,51.2,2.895,2.19,1.82,1251.8
2018-12-17,1251.8,97.1,49.88,2.857,2.2,1.81,1253.6
2018-12-18,1253.6,97.1,46.24,2.823,2.2,1.81,1256.4
2018-12-19,1256.4,97.03,47.2,2.762,2.2,1.8,1267.9
2018-12-20,1267.9,96.28,45.88,2.808,2.4,1.76,1258.1
2018-12-21,1258.1,96.96,45.59,2.788,2.4,1.77,1271.8
2018-12-24,1271.8,96.55,42.53,2.737,2.4,1.75,1276.4499999999998
2018-12-26,1273.0,97.05,46.22,2.81,2.4,1.77,1281.1
2018-12-27,1281.1,96.48,44.61,2.774,2.4,1.74,1286.1
2018-12-28,1286.1,96.4,45.33,2.716,2.4,1.73,1284.5
2018-12-31,1284.5,96.17,45.41,2.686,2.4,1.71,1291.45
2019-01-02,1287.3,96.82,46.54,2.633,2.4,1.7,1298.4
2019-01-03,1298.4,96.31,47.09,2.552,2.4,1.68,1289.2
2019-01-04,1289.2,96.18,47.96,2.668,2.4,1.76,1293.3
2019-01-07,1293.3,95.67,48.52,2.698,2.4,1.78,1289.3
2019-01-08,1289.3,95.9,49.78,2.73,2.4,1.82,1295.4
2019-01-09,1295.4,95.22,52.36,2.712,2.4,1.83,1290.8
2019-01-10,1290.8,95.54,52.59,2.746,2.4,1.81,1292.9
2019-01-11,1292.9,95.67,51.59,2.699,2.4,1.83,1294.7
2019-01-14,1294.7,95.61,50.51,2.706,2.4,1.81,1291.4
2019-01-15,1291.4,96.04,52.11,2.718,2.4,1.81,1296.6
2019-01-16,1296.6,96.06,52.31,2.727,2.4,1.82,1295.2
2019-01-17,1295.2,96.06,52.07,2.75,2.4,1.79,1284.8
2019-01-18,1284.8,96.34,53.8,2.788,2.4,1.83,1283.4
2019-01-22,1285.8,96.3,52.57,2.741,2.4,1.79,1286.8
2019-01-23,1286.8,96.12,52.62,2.75,2.4,1.8,1282.3
2019-01-24,1282.3,96.6,53.13,2.716,2.4,1.77,1300.7
2019-01-25,1300.7,95.79,53.69,2.759,2.4,1.79,1305.9
2019-01-28,1305.9,95.75,51.99,2.748,2.4,1.78,1312.1
2019-01-29,1312.1,95.82,53.31,2.71,2.4,1.78,1315.5
2019-01-30,1315.5,95.34,54.23,2.678,2.4,1.84,1325.2
2019-01-31,1325.2,95.58,53.79,2.633,2.4,1.85,1322.1
2019-02-01,1322.1,95.58,55.26,2.684,2.4,1.88,1319.3
2019-02-04,1319.3,95.85,54.56,2.725,2.4,1.87,1319.2
2019-02-05,1319.2,96.07,53.66,2.704,2.4,1.87,1314.4
2019-02-06,1314.4,96.39,54.01,2.7,2.4,1.86,1314.2
2019-02-07,1314.2,96.51,52.64,2.657,2.4,1.84,1318.5
2019-02-08,1318.5,96.64,52.72,2.634,2.4,1.82,1311.9
2019-02-11,1311.9,97.06,52.41,2.654,2.4,1.82,1314.0
2019-02-12,1314.0,96.71,53.1,2.686,2.4,1.83,1315.1
2019-02-13,1315.1,97.13,53.9,2.709,2.4,1.86,1313.9
2019-02-14,1313.9,96.98,54.41,2.655,2.4,1.85,1322.1
2019-02-15,1322.1,96.9,55.59,2.664,2.4,1.86,1344.8
2019-02-19,1344.8,96.52,56.09,2.636,2.4,1.87,1347.9
2019-02-20,1347.9,96.45,56.92,2.648,2.4,1.89,1327.8
2019-02-21,1327.8,96.61,56.96,2.695,2.4,1.91,1332.8
2019-02-22,1332.8,96.51,57.26,2.654,2.4,1.91,1329.5
2019-02-25,1329.5,96.41,55.48,2.668,2.4,1.92,1328.5
2019-02-26,1328.5,96.0,55.5,2.638,2.4,1.92,1325.0
2019-02-27,1325.0,96.15,56.94,2.686,2.4,1.93,1319.4
2019-02-28,1319.4,96.16,57.22,2.717,2.4,1.95,1302.5
2019-03-01,1302.5,96.53,55.8,2.759,2.4,1.96,1290.5
2019-03-04,1290.5,96.68,56.59,2.724,2.4,1.94,1287.8
2019-03-05,1287.8,96.87,56.56,2.719,2.4,1.93,1290.8
2019-03-06,1290.8,96.87,56.22,2.693,2.4,1.91,1289.4
2019-03-07,1289.4,97.67,56.66,2.641,2.4,1.9,1302.7
2019-03-08,1302.7,97.31,56.07,2.63,2.4,1.9,1294.3
2019-03-11,1294.3,97.22,56.79,2.641,2.4,1.91,1301.2
2019-03-12,1301.2,96.94,56.87,2.6,2.4,1.9,1312.5
2019-03-13,1312.5,96.55,58.26,2.625,2.4,1.92,1298.5
2019-03-14,1298.5,96.78,58.61,2.63,2.4,1.94,1305.8
2019-03-15,1305.8,96.59,58.52,2.591,2.4,1.94,1304.6
2019-03-18,1304.6,96.52,59.09,2.605,2.4,1.96,1309.6
2019-03-19,1309.6,96.38,59.03,2.618,2.4,1.95,1304.7
2019-03-20,1304.7,95.76,59.83,2.524,2.41,1.96,1310.6
2019-03-21,1310.6,96.5,59.98,2.539,2.41,1.96,1315.4
2019-03-22,1315.4,96.65,59.04,2.437,2.41,1.9,1325.4
2019-03-25,1325.4,96.57,58.82,2.405,2.4,1.88,1318.3
2019-03-26,1318.3,96.74,59.94,2.425,2.4,1.86,1313.9
2019-03-27,1313.9,96.77,59.41,2.381,2.41,1.84,1295.3
2019-03-28,1295.3,97.2,59.3,2.391,2.41,1.83,1298.5
2019-03-29,1298.5,97.28,60.14,2.407,2.43,1.88,1294.2
2019-04-01,1294.2,97.23,61.59,2.503,2.41,1.9,1295.4
2019-04-02,1295.4,97.36,62.58,2.472,2.41,1.9,1295.3
2019-04-03,1295.3,97.09,62.46,2.528,2.41,1.91,1294.3
2019-04-04,1294.3,97.31,62.1,2.513,2.41,1.9,1295.6
2019-04-05,1295.6,97.39,63.08,2.499,2.41,1.9,1301.9
2019-04-08,1301.9,97.05,64.4,2.52,2.41,1.91,1308.3
2019-04-09,1308.3,97.01,63.98,2.502,2.41,1.91,1313.9
2019-04-10,1313.9,96.95,64.61,2.465,2.41,1.94,1293.3
2019-04-11,1293.3,97.18,63.58,2.499,2.41,1.94,1295.2
2019-04-12,1295.2,96.97,63.89,2.562,2.41,1.95,1291.3
2019-04-15,1291.3,96.94,63.4,2.556,2.41,1.94,1277.2
2019-04-16,1277.2,97.04,64.05,2.592,2.41,1.96,1276.8
2019-04-17,1276.8,97.01,63.76,2.594,2.42,1.94,1276.0
2019-04-18,1276.0,97.47,64.0,2.56,2.43,1.95,1274.6
2019-04-22,1277.6,97.29,65.7,2.587,2.44,1.95,1273.2
2019-04-23,1273.2,97.64,66.3,2.569,2.44,1.95,1279.4
2019-04-24,1279.4,98.17,65.89,2.518,2.44,1.96,1279.7
2019-04-25,1279.7,98.2,65.21,2.534,2.44,1.98,1288.8
2019-04-26,1288.8,98.01,63.3,2.5,2.44,1.97,1284.5
2019-04-29,1284.5,97.86,63.5,2.527,2.45,1.96,1288.6
2019-04-30,1288.6,97.48,63.91,2.504,2.45,1.95,1287.2
2019-05-01,1287.2,97.69,63.6,2.502,2.45,1.93,1275.0
2019-05-02,1275.0,97.83,61.81,2.545,2.41,1.89,1284.3
2019-05-03,1284.3,97.52,61.94,2.53,2.4,1.91,1286.9
2019-05-06,1286.9,97.52,62.25,2.5,2.4,1.91,1288.6
2019-05-07,1288.6,97.63,61.4,2.448,2.4,1.87,1284.4
2019-05-08,1284.4,97.62,62.12,2.485,2.39,1.87,1288.2
2019-05-09,1288.2,97.37,61.7,2.453,2.38,1.85,1290.2
2019-05-10,1290.2,97.33,61.66,2.473,2.38,1.88,1304.7
2019-05-13,1304.7,97.32,61.04,2.403,2.38,1.85,1299.0
2019-05-14,1299.0,97.53,61.78,2.414,2.38,1.86,1300.5
2019-05-15,1300.5,97.57,62.02,2.377,2.4,1.83,1289.4
2019-05-16,1289.4,97.86,62.87,2.394,2.39,1.84,1278.9
2019-05-17,1278.9,98.0,62.76,2.393,2.39,1.81,1280.3
2019-05-20,1280.3,97.93,63.1,2.419,2.39,1.81,1276.2
2019-05-21,1276.2,98.06,62.99,2.428,2.39,1.83,1277.1
2019-05-22,1277.1,98.04,61.42,2.38,2.38,1.79,1288.4
2019-05-23,1288.4,97.86,57.91,2.322,2.38,1.73,1286.4
2019-05-24,1286.4,97.61,58.63,2.324,2.38,1.76,1277.1
2019-05-28,1280.1,97.95,59.14,2.267,2.39,1.73,1283.7
2019-05-29,1283.7,98.14,58.81,2.262,2.39,1.75,1292.4
2019-05-30,1292.4,98.14,56.59,2.217,2.39,1.74,1311.1
2019-05-31,1311.1,97.75,53.5,2.133,2.4,1.74,1327.9
2019-06-03,1327.9,97.14,53.25,2.075,2.38,1.73,1328.7
2019-06-04,1328.7,97.07,53.48,2.121,2.38,1.74,1333.6
2019-06-05,1333.6,97.32,51.68,2.131,2.38,1.75,1342.7
2019-06-06,1342.7,97.04,52.59,2.121,2.37,1.73,1346.1
2019-06-07,1346.1,96.54,53.99,2.084,2.37,1.74,1329.3
2019-06-10,1329.3,96.76,53.26,2.15,2.37,1.73,1331.2
2019-06-11,1331.2,96.69,53.27,2.145,2.37,1.72,1336.8
2019-06-12,1336.8,97.0,51.14,2.122,2.37,1.71,1343.7
2019-06-13,1343.7,97.01,52.28,2.093,2.37,1.68,1344.5
2019-06-14,1344.5,97.57,52.51,2.084,2.36,1.63,1342.9
2019-06-17,1342.9,97.56,51.93,2.091,2.38,1.61,1350.7
2019-06-18,1350.7,97.64,53.9,2.058,2.37,1.64,1348.8
2019-06-19,1348.8,97.12,53.76,2.029,2.37,1.67,1396.9
2019-06-20,1396.9,96.63,56.65,2.023,2.37,1.74,1400.1
2019-06-21,1400.1,96.22,57.43,2.059,2.38,1.73,1418.2
2019-06-24,1418.2,95.98,57.9,2.018,2.38,1.71,1418.7
2019-06-25,1418.7,96.14,57.83,1.988,2.38,1.67,1415.4
2019-06-26,1415.4,96.21,59.38,2.05,2.38,1.7,1414.9
2019-06-27,1414.9,96.19,59.43,2.014,2.38,1.68,1416.7
2019-06-28,1416.7,96.13,58.47,2.007,2.4,1.69,1392.4
2019-07-01,1392.4,96.84,59.09,2.033,2.39,1.69,1411.2
2019-07-02,1411.2,96.73,56.25,1.976,2.4,1.65,1424.2
2019-07-03,1424.2,96.77,57.34,1.953,2.41,1.65,1400.1
2019-07-05,1403.4,97.29,57.51,2.039,2.42,1.69,1403.3
2019-07-08,1403.3,97.38,57.66,2.048,2.41,1.7,1403.9
2019-07-09,1403.9,97.49,57.83,2.072,2.41,1.71,1415.8
2019-07-10,1415.8,97.1,60.43,2.061,2.41,1.74,1410.0
2019-07-11,1410.0,97.05,60.2,2.143,2.4,1.77,1415.9
2019-07-12,1415.9,96.81,60.21,2.124,2.38,1.77,1417.3
2019-07-15,1417.3,96.93,59.58,2.09,2.4,1.77,1415.0
2019-07-16,1415.0,97.39,57.62,2.106,2.41,1.8,1427.2
2019-07-17,1427.2,97.22,56.78,2.043,2.41,1.75,1431.9
2019-07-18,1431.9,96.79,55.3,2.026,2.41,1.79,1430.1
2019-07-19,1430.1,97.15,55.63,2.057,2.41,1.8,1430.7
2019-07-22,1430.7,97.26,56.22,2.05,2.4,1.79,1425.5
2019-07-23,1425.5,97.7,56.77,2.078,2.4,1.81,1427.4
2019-07-24,1427.4,97.73,55.88,2.05,2.4,1.79,1418.0
2019-07-25,1418.0,97.82,56.02,2.083,2.4,1.8,1423.5
2019-07-26,1423.5,98.01,56.2,2.074,2.4,1.78,1424.3
