"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"","","Ukraine war round-up: Biden denies US is seeking regime change","https://www.ft.com/content/192aa454-ba0f-4911-97cc-9d67bba57bd5","President Joe Biden has denied that the US is seeking to overturn Vladimir Putin’s regime after appearing to call for the ousting of his Russian count...","https://www.ft.com/content/192aa454-ba0f-4911-97cc-9d67bba57bd5","","",""
"","","‘Substantial firming’ in Fed’s policy necessary despite war, Powell says","https://www.ft.com/content/5f940af9-b53e-4491-9de3-0b1a9627d1e8","The head of the Federal Reserve said a “substantial firming in the stance of policy” was necessary despite a sharp escalation in geopolitical tensions...","https://www.ft.com/content/5f940af9-b53e-4491-9de3-0b1a9627d1e8","","",""
"US politics & policy","https://www.ft.com/stream/6f7d5d90-ac15-41fe-9e31-e69b42a013c6","A divided America can still lead the west","https://www.ft.com/content/e190d8cd-9e1a-4cc7-9fb3-66b2fa3066ad","Domestic chaos takes a while to become external weakness","https://www.ft.com/content/e190d8cd-9e1a-4cc7-9fb3-66b2fa3066ad","July 5, 2022","https://www.ft.com/content/e190d8cd-9e1a-4cc7-9fb3-66b2fa3066ad","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4756470e-de09-4791-93cd-fdfd017988a7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Capital markets","https://www.ft.com/stream/37b1e62e-93ff-4991-aa83-c1ec974d4802","US says hopes of resolution of audit impasse with China ‘premature’","https://www.ft.com/content/f0225140-a424-4ae0-bf27-a90170b1d215","Beijing’s ban on foreign access to audits could cause delisting of $2tn of shares in US-listed Chinese companies","https://www.ft.com/content/f0225140-a424-4ae0-bf27-a90170b1d215","March 24, 2022","https://www.ft.com/content/f0225140-a424-4ae0-bf27-a90170b1d215","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F11026631-70cf-4538-961e-29225d5b9716.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Energy crisis","https://www.ft.com/stream/88f84738-6118-46ea-bb9b-261f65752142","IEA chief accuses Russia of worsening Europe’s gas crisis","https://www.ft.com/content/668a846e-d589-4810-a390-6d7ff281054a","Fatih Birol says low supplies coincide with ‘heightened geopolitical tensions over Ukraine’","https://www.ft.com/content/668a846e-d589-4810-a390-6d7ff281054a","January 12, 2022","https://www.ft.com/content/668a846e-d589-4810-a390-6d7ff281054a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdea99bd1-bb64-4f27-87da-dc9a0240156c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Oil & Gas industry","https://www.ft.com/stream/9f991f8b-1d17-4d99-82f4-0cd8fe50b59b","Why the US could be the real winner in the energy wars","https://www.ft.com/content/ceb6fa1f-27a8-4674-a19b-c17a48333eb9","Russia can squeeze the west in the short term but it is losing its position as an energy superpower","https://www.ft.com/content/ceb6fa1f-27a8-4674-a19b-c17a48333eb9","June 27, 2022","https://www.ft.com/content/ceb6fa1f-27a8-4674-a19b-c17a48333eb9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc27b67fb-99b1-4407-976d-32c3eaebb3a4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","European stocks drop on mounting Russia-Ukraine tensions","https://www.ft.com/content/1b1ce887-9999-4d31-979b-01f581a08faa","European equities dropped sharply on Monday after Russia’s army claimed it had destroyed two Ukrainian fighting vehicles that had crossed over to Russ...","https://www.ft.com/content/1b1ce887-9999-4d31-979b-01f581a08faa","","",""
"Nato","https://www.ft.com/stream/0a5a4a47-a323-404b-b9aa-bfe2e1e84911","Majority of Finns support Nato membership, poll shows","https://www.ft.com/content/83deaf3e-6db9-43dd-a2dc-5e9493265c2d","Russia’s invasion of Ukraine pushes Finland and Sweden towards western military alliance","https://www.ft.com/content/83deaf3e-6db9-43dd-a2dc-5e9493265c2d","February 28, 2022","https://www.ft.com/content/83deaf3e-6db9-43dd-a2dc-5e9493265c2d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F00f984c6-44df-444a-975f-f1e157e50472.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Australia to build $7.4bn submarine base following Ukraine ‘wake-up call’","https://www.ft.com/content/2be185eb-1125-4ef3-aefb-bc88ca2034e1","The Australian government has revealed plans for a new A$10bn (US$7.4bn) nuclear-powered submarine base on the country’s east coast after Scott Morris...","https://www.ft.com/content/2be185eb-1125-4ef3-aefb-bc88ca2034e1","","",""
"","","Powell backs quarter-point rate rise in March despite Ukraine war effects","https://www.ft.com/content/ec0490f8-ab14-490e-9133-7291952e7d7c","The Federal Reserve is prepared to push ahead this month with its first interest rate increase since 2018, despite a highly uncertain economic outlook...","https://www.ft.com/content/ec0490f8-ab14-490e-9133-7291952e7d7c","","",""
"","","Chinese factory gate inflation cools on lower commodity prices","https://www.ft.com/content/91846611-b0f4-4235-8415-e79ef5c95589","Chinese factory gate inflation fell in January to its lowest rate in six months, as government intervention cooled prices in commodity markets and ren...","https://www.ft.com/content/91846611-b0f4-4235-8415-e79ef5c95589","","",""
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Cross border co-operation will avoid wars over water","https://www.ft.com/content/d421c4ec-a467-449a-8f81-18489eb6eb87","From Mark Eisinger, Rockville, MD, US","https://www.ft.com/content/d421c4ec-a467-449a-8f81-18489eb6eb87","February 23, 2022","https://www.ft.com/content/d421c4ec-a467-449a-8f81-18489eb6eb87","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd4ea5fbe-86aa-4d76-9a48-834b55a0159d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Murata","https://www.ft.com/stream/e6eaf5a9-12aa-4ef1-b621-07928724d99c","Murata’s Thailand move heralds Japan tech shift from China","https://www.ft.com/content/8fa5d9c9-166b-400f-8e05-e175356bcbf7","Renesas and Tokyo Electron also race to respond to geopolitical tensions","https://www.ft.com/content/8fa5d9c9-166b-400f-8e05-e175356bcbf7","January 18, 2022","https://www.ft.com/content/8fa5d9c9-166b-400f-8e05-e175356bcbf7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0b155b3d-0c5b-4c9d-8fc9-812ccb1593b4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Geopolitics","https://www.ft.com/stream/53f66214-279f-4011-82ee-43953b586c44","Ukraine and the start of a second cold war","https://www.ft.com/content/34481fbd-4ca7-4bb3-bef5-e68fefed7438","The US once again sees itself as engaged in a global struggle with Russia and China","https://www.ft.com/content/34481fbd-4ca7-4bb3-bef5-e68fefed7438","June 6, 2022","https://www.ft.com/content/34481fbd-4ca7-4bb3-bef5-e68fefed7438","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Faccb07cf-ce68-4133-b523-d97b9eda3879.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Equities","https://www.ft.com/stream/b7ea3c33-ea8c-432e-bb7e-e3bbc8fdc2bb","US stocks fall into deeper correction on worsening Ukraine tensions","https://www.ft.com/content/8a55c360-5371-4841-956a-6b5e83c0a406","Price of oil remains close to $100 a barrel and volatility indices are elevated","https://www.ft.com/content/8a55c360-5371-4841-956a-6b5e83c0a406","February 23, 2022","https://www.ft.com/content/8a55c360-5371-4841-956a-6b5e83c0a406","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe70a9cb4-1b2d-4773-8e10-6157546ddc0b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","European shares slip as Brent crude rises back above $100","https://www.ft.com/content/888f4520-5387-4b8a-ba32-005ca9bc3d01","European equities edged lower, Brent crude oil rose back above $100 a barrel on Tuesday and eurozone government bond prices firmed as investors assess...","https://www.ft.com/content/888f4520-5387-4b8a-ba32-005ca9bc3d01","","",""
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","Ukraine war unlikely to deflect Fed from path of interest rate rises","https://www.ft.com/content/8ecaad99-74bb-48b4-83db-b9a50a606e25","Officials are convinced of the need to tighten policy even as Russia’s invasion clouds the economic outlook","https://www.ft.com/content/8ecaad99-74bb-48b4-83db-b9a50a606e25","February 28, 2022","https://www.ft.com/content/8ecaad99-74bb-48b4-83db-b9a50a606e25","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fee6620ce-e3fe-4c24-81fc-80828aff4992.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global inflation","https://www.ft.com/stream/573cc1d3-b359-4548-a69a-4aa0b3818c1b","Fed’s expected policy will be ‘too little too late’ on inflation, economists fear","https://www.ft.com/content/e2880073-c75c-40ce-aee4-0a179b6c3bfc","FT-IGM poll reveals doubts about expected pace of rate rises priced in by markets as Ukraine clouds the outlook","https://www.ft.com/content/e2880073-c75c-40ce-aee4-0a179b6c3bfc","February 26, 2022","https://www.ft.com/content/e2880073-c75c-40ce-aee4-0a179b6c3bfc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9c87311d-ce95-4ad0-8cc0-2b416b205e4c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","What to watch in Asia today","https://www.ft.com/content/24fa6856-32d6-4811-aec4-c796fb996b3b","Singapore : The city-state is expected to announce tax increases on Friday when finance minister Lawrence Wong unveils its new budget. Japanese inflat...","https://www.ft.com/content/24fa6856-32d6-4811-aec4-c796fb996b3b","","",""
"War in Ukraine","https://www.ft.com/stream/8b9c78a1-2a6d-4e2f-9293-49f399f4f6ce","Russia’s invasion of Ukraine rattles markets","https://www.ft.com/content/16d25a88-7f9c-4c23-bb80-5456b5c34d80","A quick overview of what’s happened this morning.","https://www.ft.com/content/16d25a88-7f9c-4c23-bb80-5456b5c34d80","February 24, 2022","https://www.ft.com/content/16d25a88-7f9c-4c23-bb80-5456b5c34d80","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4d3143a4-decb-400e-a3ad-321d4e3376ee.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Ukraine fears drive sharp losses in US stocks","https://www.ft.com/content/1b0af836-5f71-4942-ac9d-4437423ac864","Wall Street and European stocks sank on Thursday as the US said Russia was on the brink of invading Ukraine within several days. The technology-heavy ...","https://www.ft.com/content/1b0af836-5f71-4942-ac9d-4437423ac864","","",""
"","","Ukraine fears drive sharp losses in US stocks","https://www.ft.com/content/c8526375-714e-4b95-a27b-a2e8e68638b6","Wall Street and European stocks sank on Thursday as the US said Russia was on the brink of invading Ukraine within several days. The technology-heavy ...","https://www.ft.com/content/c8526375-714e-4b95-a27b-a2e8e68638b6","","",""
"","","What to watch in Asia today","https://www.ft.com/content/27ee3ffb-a0ed-4377-951a-43e086937265","Earnings : Japanese ecommerce company Rakuten, conglomerate Toshiba and Singaporean financial services group DBS Holdings all report earnings today. I...","https://www.ft.com/content/27ee3ffb-a0ed-4377-951a-43e086937265","","",""
"Uniper SE","https://www.ft.com/stream/c0b8a4c2-4a02-4f4d-9681-9e3785df2432","German utility Uniper slashes its dividend to lowest legal level","https://www.ft.com/content/46ee519b-e1b4-4725-9da2-8b277abf35c2","Company seeks to preserve cash amid uncertainty over Ukraine and energy prices","https://www.ft.com/content/46ee519b-e1b4-4725-9da2-8b277abf35c2","February 21, 2022","https://www.ft.com/content/46ee519b-e1b4-4725-9da2-8b277abf35c2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F70787274-f2eb-4af1-b84a-faed3e4a40b6.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","IEA says Saudi and UAE could ease oil prices by pumping more","https://www.ft.com/content/d810542e-cc8a-43c1-a531-cc549ad82a7f","Saudi Arabia and the UAE could ease volatility in oil markets by pumping more crude, the International Energy Agency said, warning that prices could c...","https://www.ft.com/content/d810542e-cc8a-43c1-a531-cc549ad82a7f","","",""
"Apple Inc","https://www.ft.com/stream/a39a4558-f562-4dca-8774-000246e6eebe","Apple: Tim Cook is worth every penny","https://www.ft.com/content/533deed1-7143-40b2-8854-84a138e1e510","The chief executive has steered the company to a record market valuation and stable balance sheet","https://www.ft.com/content/533deed1-7143-40b2-8854-84a138e1e510","February 17, 2022","https://www.ft.com/content/533deed1-7143-40b2-8854-84a138e1e510","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F41d87e47-8eee-4454-8884-031c732ce329.jpg?source=next&fit=scale-down&dpr=2&width=240"
"LG Energy Solution","https://www.ft.com/stream/5b13b827-e3b0-4f1d-9c4a-7767bbd31a11","LG battery division seeks global dominance after blockbuster IPO","https://www.ft.com/content/6e8f490f-645e-4c7b-a371-0d396baa5695","South Korean group targets Chinese rival CATL as geopolitical tensions spill into electric car market","https://www.ft.com/content/6e8f490f-645e-4c7b-a371-0d396baa5695","January 25, 2022","https://www.ft.com/content/6e8f490f-645e-4c7b-a371-0d396baa5695","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fef0faac6-5081-4bfa-8c71-9f684b807a7b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Central banks are circumspect on inflation for a reason","https://www.ft.com/content/45881d2a-a3be-4ef9-9301-6b49add72852","From Stefan Gerlach, Chief Economist, EFG Bank, Zurich, Switzerland","https://www.ft.com/content/45881d2a-a3be-4ef9-9301-6b49add72852","February 10, 2022","https://www.ft.com/content/45881d2a-a3be-4ef9-9301-6b49add72852","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3bee2e13-213c-496f-a0b7-806f0d92e391.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus economic impact","https://www.ft.com/stream/f1a6c14e-1fb0-4f7f-83a0-552276dc6cfb","Profound risks lurk despite strength of economic rebound","https://www.ft.com/content/7376df21-21ec-4489-9df1-56fa0d1d80dc","Geopolitics is pulling the world apart, even though it is more integrated than ever before on multiple dimensions","https://www.ft.com/content/7376df21-21ec-4489-9df1-56fa0d1d80dc","January 19, 2022","https://www.ft.com/content/7376df21-21ec-4489-9df1-56fa0d1d80dc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F670e9d25-3a09-4cfb-abf0-14c4b8af24e2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","US stocks rise for fourth day as traders continue to assess tech earnings","https://www.ft.com/content/007c9224-480a-4013-b951-a2563c33812c","US stocks extended a rally to a fourth day on Wednesday, as strong earnings reports from Alphabet and chipmaker AMD lifted the technology sector after...","https://www.ft.com/content/007c9224-480a-4013-b951-a2563c33812c","","",""
"","","Putin scheduled to meet German business leaders, Kremlin says","https://www.ft.com/content/62f1d17e-69e6-4d6b-930e-4bcb88771822","Vladimir Putin is due to meet German business representatives, the Kremlin said today, after the Russian president held a similar meeting with Italian...","https://www.ft.com/content/62f1d17e-69e6-4d6b-930e-4bcb88771822","","",""
"","","US stock markets endure worst January since global financial crisis","https://www.ft.com/content/5e528882-48e9-433a-91c9-930ee82d5842","The US stock market has suffered its worst start to the year since the global financial crisis, as the threat of rising interest rates, slowing corpor...","https://www.ft.com/content/5e528882-48e9-433a-91c9-930ee82d5842","","",""
"","","US stock markets endure worst January since global financial crisis","https://www.ft.com/content/6b2ca5a9-6be1-446b-b121-3409b8be07f6","The US stock market has suffered its worst start to the year since the global financial crisis, as the threat of rising interest rates, slowing corpor...","https://www.ft.com/content/6b2ca5a9-6be1-446b-b121-3409b8be07f6","","",""
"Natural gas","https://www.ft.com/stream/f6645427-4a3a-4064-8780-5aace810e5e7","European gas prices jump after collapse of Russia’s talks with US and Nato","https://www.ft.com/content/6f09cfb7-ea4a-4640-940c-750491703f68","Prices up almost a quarter following failed effort to defuse tension over Ukraine","https://www.ft.com/content/6f09cfb7-ea4a-4640-940c-750491703f68","January 14, 2022","https://www.ft.com/content/6f09cfb7-ea4a-4640-940c-750491703f68","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffe026893-fcb3-4da0-b686-d697cfe9faae.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","IMF warns of ‘multiple challenges’ to global economic recovery","https://www.ft.com/content/e43e33b5-d4a4-462c-ac3a-5901d3beb278","China and US outlooks downgraded amid concerns over higher inflation and geopolitical uncertainty","https://www.ft.com/content/e43e33b5-d4a4-462c-ac3a-5901d3beb278","January 25, 2022","https://www.ft.com/content/e43e33b5-d4a4-462c-ac3a-5901d3beb278","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3907e960-819f-449e-a342-b444fb7545a7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Late rally helps push US stocks into positive territory for the week","https://www.ft.com/content/00ed9314-c4df-4e38-99e9-45dab0170489","Wall Street stocks rallied sharply at the end of a wild week across global markets on Friday, as investors weighed the prospect of rapid interest rate...","https://www.ft.com/content/00ed9314-c4df-4e38-99e9-45dab0170489","","",""
"","","US stocks swing during morning trading","https://www.ft.com/content/f46a9bc5-6e14-4b17-9fec-66fe14322e8f","Wall Street stocks swung at the end of a wild week across global markets, as investors weighed up the prospect of rapid interest rate rises by the US ...","https://www.ft.com/content/f46a9bc5-6e14-4b17-9fec-66fe14322e8f","","",""
"Russian politics","https://www.ft.com/stream/37361dd6-0de5-45a8-b8b9-29184b1b4bc4","Vladimir Putin to meet Italian CEOs about ‘expanding ties’ amid Ukraine tensions","https://www.ft.com/content/e43a2328-48cb-474e-9ac1-5fac78ad0c55","Russia’s leader invited to video talk with business committee as US and Europe threaten sanctions","https://www.ft.com/content/e43a2328-48cb-474e-9ac1-5fac78ad0c55","January 25, 2022","https://www.ft.com/content/e43a2328-48cb-474e-9ac1-5fac78ad0c55","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8a7aa238-4c4b-4c26-ac64-f1a58dfd53d4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","European shares waver as traders contemplate monetary policy direction","https://www.ft.com/content/bf072a9a-aa08-443f-8061-fa8026cdd3c5","European stocks wavered in early dealings as investors balanced monetary easing in China with prospects of rapid rate rises in the US and geopolitical...","https://www.ft.com/content/bf072a9a-aa08-443f-8061-fa8026cdd3c5","","",""
"","","US Treasuries sell off as markets price in four Fed rate rises this year","https://www.ft.com/content/80669a0a-5e19-44c4-ab9f-c675154b6c77","A Treasury sell-off reignited today as investors cranked up their bets on monetary tightening from the Federal Reserve, with markets for the first tim...","https://www.ft.com/content/80669a0a-5e19-44c4-ab9f-c675154b6c77","","",""
"Baltic States","https://www.ft.com/stream/659b1fcb-4cd8-4411-a525-9c9f719be5a2","Baltics’ record trade with Belarus contrasts sharply with sanctions stance","https://www.ft.com/content/a43ef0e4-356b-4f35-a2d9-af5f1cf9a8b6","Estonia, Latvia and Lithuania try to balance economic opportunities with geopolitical rhetoric","https://www.ft.com/content/a43ef0e4-356b-4f35-a2d9-af5f1cf9a8b6","January 3, 2022","https://www.ft.com/content/a43ef0e4-356b-4f35-a2d9-af5f1cf9a8b6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc85fa25f-1160-4781-a888-4187ba55904c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"German politics","https://www.ft.com/stream/0248d815-2074-4259-9848-806189cbecaa","Russia pipeline fuels German coalition split as Ukraine tension rises","https://www.ft.com/content/6ff5b9c5-5f06-490b-8659-f5047d75180b","Olaf Scholz’s Social Democrats at odds with Greens over future of Nord Stream 2","https://www.ft.com/content/6ff5b9c5-5f06-490b-8659-f5047d75180b","January 17, 2022","https://www.ft.com/content/6ff5b9c5-5f06-490b-8659-f5047d75180b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff73ddfe3-3c61-4ba3-b97d-4cc7befd136d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Food Prices","https://www.ft.com/stream/0c11b954-798b-4d35-a369-6d5508fe4f2b","Russian aggression may cause global starvation","https://www.ft.com/content/04f431cb-f5f6-47de-bef5-b23f435f7c55","Rich countries have an obligation to contain growing food price crisis","https://www.ft.com/content/04f431cb-f5f6-47de-bef5-b23f435f7c55","April 19, 2022","https://www.ft.com/content/04f431cb-f5f6-47de-bef5-b23f435f7c55","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd99ed365-bace-4c7a-8929-960f00158e53.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US-China relations","https://www.ft.com/stream/403b154d-96c7-421b-b0b8-eb5fc2c3d198","China’s Indo-Pacific fears show need for diplomacy","https://www.ft.com/content/1abd8d31-fad3-43a9-81cc-6654a0adcbba","War in Ukraine has lessons for the world’s most populous region","https://www.ft.com/content/1abd8d31-fad3-43a9-81cc-6654a0adcbba","March 31, 2022","https://www.ft.com/content/1abd8d31-fad3-43a9-81cc-6654a0adcbba","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff665c30d-51cd-41a4-9a65-4560b30b02c4.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Vladimir Putin","https://www.ft.com/stream/dfec9811-4cba-416a-88f8-adf2c59b5d80","The world-changing meaning of Putin","https://www.ft.com/content/186659fa-9408-4868-b00c-a7bb5d1704a0","As the west gears up in its battle for democracy over autocracy, uncertainties lie ahead","https://www.ft.com/content/186659fa-9408-4868-b00c-a7bb5d1704a0","April 6, 2022","https://www.ft.com/content/186659fa-9408-4868-b00c-a7bb5d1704a0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F302a7001-66f3-459c-8480-74cc9849d0e9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US foreign policy","https://www.ft.com/stream/ab55ad88-5ddf-463b-b757-f8fc08f681a4","The US will be the ultimate winner of Ukraine’s crisis","https://www.ft.com/content/cd7270a6-f72b-4b40-8195-1a796f748c23","America stands to gain in stature and influence in Europe, Asia and the court of world opinion","https://www.ft.com/content/cd7270a6-f72b-4b40-8195-1a796f748c23","April 5, 2022","https://www.ft.com/content/cd7270a6-f72b-4b40-8195-1a796f748c23","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2fea2d0c-050d-4cfa-8396-8e93913ee771.jpg?source=next&fit=scale-down&dpr=2&width=240"
"War in Ukraine","https://www.ft.com/stream/8b9c78a1-2a6d-4e2f-9293-49f399f4f6ce","Russia praises India’s neutrality on Ukraine invasion","https://www.ft.com/content/25ba5725-4bff-4d4b-95f3-daf5ea014b25","Envoys from Moscow and the west flock to New Delhi in ‘diplomatic tug of war’","https://www.ft.com/content/25ba5725-4bff-4d4b-95f3-daf5ea014b25","April 1, 2022","https://www.ft.com/content/25ba5725-4bff-4d4b-95f3-daf5ea014b25","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F02b400bc-afcc-4ae6-bbd3-35fcf70b1bd9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Data protection","https://www.ft.com/stream/8468ecb3-38f4-493c-8bda-427488c79ffe","Palantir to reshore all UK data processing from US before regulatory ‘tsunami’ hits","https://www.ft.com/content/76fa6a3f-a818-4e88-be14-b578ae378d7c","Defence-oriented American firm among first to localise data operations fully as companies Balkanise their activity","https://www.ft.com/content/76fa6a3f-a818-4e88-be14-b578ae378d7c","December 17, 2021","https://www.ft.com/content/76fa6a3f-a818-4e88-be14-b578ae378d7c","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffc66916d-c23e-4437-88d6-1b8db71547fe.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US foreign policy","https://www.ft.com/stream/ab55ad88-5ddf-463b-b757-f8fc08f681a4","Spectre of three wars poses danger to America’s dominance","https://www.ft.com/content/250c3744-bc6e-4bc3-8a94-76623de14a8a","Russia, China and Iran are making military threats that demand a response from Washington","https://www.ft.com/content/250c3744-bc6e-4bc3-8a94-76623de14a8a","December 13, 2021","https://www.ft.com/content/250c3744-bc6e-4bc3-8a94-76623de14a8a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdff3446d-436f-48c9-8c0e-6ff4b73e602e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"War in Ukraine","https://www.ft.com/stream/8b9c78a1-2a6d-4e2f-9293-49f399f4f6ce","The west is rash to assume the world is on its side over Ukraine","https://www.ft.com/content/d7baedc7-c3b2-4fa4-b8fc-6a634bea7f4d","It runs the risk of mistaking a local consensus on Russian aggression for a global one","https://www.ft.com/content/d7baedc7-c3b2-4fa4-b8fc-6a634bea7f4d","March 24, 2022","https://www.ft.com/content/d7baedc7-c3b2-4fa4-b8fc-6a634bea7f4d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F66788adc-4a2b-4ab9-ba37-779988c89297.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Russia’s invasion of Ukraine sparks fierce debate in China","https://www.ft.com/content/e5fe107f-7928-4334-bf26-518c8c6291a5","Chinese internet users called it a “proxy war”: three weeks ago, two pensioners in a Shanghai park got into a fight over the Ukraine conflict that lef...","https://www.ft.com/content/e5fe107f-7928-4334-bf26-518c8c6291a5","","",""
"","","Moscow hits back at Biden’s call to remove Russia from G20","https://www.ft.com/content/ad27773b-7593-4914-aacf-c944aa4fb0a5","Russia has hit back at the US demand to exclude it from the G20 group of major economies, putting forward a need to develop other ways to foster inter...","https://www.ft.com/content/ad27773b-7593-4914-aacf-c944aa4fb0a5","","",""
